File,name,group,name,tectonicRegion,id,aValue,bValue,minMag,maxMag,rake,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,dip,upperSeismoDepth,lowerSeismoDepth
source_model_4396,source_model_4396,group1,Lavanttal33.1,Active Shallow Crust,3_33_1,2.2,0.8,4,5.6,160,14.783822,46.804773,14.79375393,46.79107382,14.80368586,46.77737465,14.81361779,46.76367547,14.82420902,46.75057378,14.83686739,46.73934541,14.84952576,46.72811705,14.8621843,46.71688887,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4397,source_model_4397,group1,Lavanttal33.2,Active Shallow Crust,3_33_2,2.2,0.8,4,5.6,160,14.79375393,46.79107382,14.80368586,46.77737465,14.81361779,46.76367547,14.82420902,46.75057378,14.83686739,46.73934541,14.84952576,46.72811705,14.8621843,46.71688887,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4398,source_model_4398,group1,Lavanttal33.3,Active Shallow Crust,3_33_3,2.2,0.8,4,5.6,160,14.80368586,46.77737465,14.81361779,46.76367547,14.82420902,46.75057378,14.83686739,46.73934541,14.84952576,46.72811705,14.8621843,46.71688887,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,15.23585574,46.42956556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4399,source_model_4399,group1,Lavanttal33.4,Active Shallow Crust,3_33_4,2.2,0.8,4,5.6,160,14.81361779,46.76367547,14.82420902,46.75057378,14.83686739,46.73934541,14.84952576,46.72811705,14.8621843,46.71688887,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,15.23585574,46.42956556,15.25095238,46.42192354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4400,source_model_4400,group1,Lavanttal33.5,Active Shallow Crust,3_33_5,2.2,0.8,4,5.6,160,14.82420902,46.75057378,14.83686739,46.73934541,14.84952576,46.72811705,14.8621843,46.71688887,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,15.23585574,46.42956556,15.25095238,46.42192354,15.26600958,46.41420399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4401,source_model_4401,group1,Lavanttal33.6,Active Shallow Crust,3_33_6,2.2,0.8,4,5.6,160,14.83686739,46.73934541,14.84952576,46.72811705,14.8621843,46.71688887,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,15.23585574,46.42956556,15.25095238,46.42192354,15.26600958,46.41420399,15.28106677,46.40648443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4402,source_model_4402,group1,Lavanttal33.7,Active Shallow Crust,3_33_7,2.2,0.8,4,5.6,160,14.84952576,46.72811705,14.8621843,46.71688887,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,15.23585574,46.42956556,15.25095238,46.42192354,15.26600958,46.41420399,15.28106677,46.40648443,15.29612401,46.39876496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4403,source_model_4403,group1,Lavanttal33.8,Active Shallow Crust,3_33_8,2.2,0.8,4,5.6,160,14.8621843,46.71688887,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,15.23585574,46.42956556,15.25095238,46.42192354,15.26600958,46.41420399,15.28106677,46.40648443,15.29612401,46.39876496,15.31118134,46.39104568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4404,source_model_4404,group1,Lavanttal33.9,Active Shallow Crust,3_33_9,2.2,0.8,4,5.6,160,14.87484288,46.70566075,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,15.23585574,46.42956556,15.25095238,46.42192354,15.26600958,46.41420399,15.28106677,46.40648443,15.29612401,46.39876496,15.31118134,46.39104568,15.32623868,46.38332641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4405,source_model_4405,group1,Lavanttal33.10,Active Shallow Crust,3_33_10,2.2,0.8,4,5.6,160,14.88750145,46.6944326,14.90015986,46.68320427,14.91281826,46.67197594,14.92595769,46.66135808,14.93983522,46.65167691,14.95371274,46.64199575,14.96759027,46.63231459,14.97983665,46.62066144,14.99194832,46.60884543,15.00405998,46.59702942,15.01617168,46.58521344,15.02828348,46.57339756,15.04039527,46.56158168,15.05250707,46.5497658,15.06551128,46.5390107,15.07922558,46.52909966,15.09293987,46.51918863,15.1066543,46.50927777,15.12036877,46.49936697,15.13408324,46.48945617,15.14779754,46.47954514,15.16151184,46.46963411,15.17543468,46.4600658,15.19053995,46.45244074,15.20564521,46.44481568,15.22075048,46.43719062,15.23585574,46.42956556,15.25095238,46.42192354,15.26600958,46.41420399,15.28106677,46.40648443,15.29612401,46.39876496,15.31118134,46.39104568,15.32623868,46.38332641,15.335224,46.37872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,12
source_model_4406,source_model_4406,group1,Western Periadriatic33.1,Active Shallow Crust,4_33_1,2.2,0.8,4,7,150,12.75126324,46.70034327,12.76802526,46.69833319,12.78470877,46.69550987,12.80139228,46.69268656,12.81807579,46.68986324,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4407,source_model_4407,group1,Western Periadriatic33.2,Active Shallow Crust,4_33_2,2.2,0.8,4,7,150,12.76802526,46.69833319,12.78470877,46.69550987,12.80139228,46.69268656,12.81807579,46.68986324,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4408,source_model_4408,group1,Western Periadriatic33.3,Active Shallow Crust,4_33_3,2.2,0.8,4,7,150,12.78470877,46.69550987,12.80139228,46.69268656,12.81807579,46.68986324,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4409,source_model_4409,group1,Western Periadriatic33.4,Active Shallow Crust,4_33_4,2.2,0.8,4,7,150,12.80139228,46.69268656,12.81807579,46.68986324,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4410,source_model_4410,group1,Western Periadriatic33.5,Active Shallow Crust,4_33_5,2.2,0.8,4,7,150,12.81807579,46.68986324,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4411,source_model_4411,group1,Western Periadriatic33.6,Active Shallow Crust,4_33_6,2.2,0.8,4,7,150,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4412,source_model_4412,group1,Western Periadriatic33.7,Active Shallow Crust,4_33_7,2.2,0.8,4,7,150,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4413,source_model_4413,group1,Western Periadriatic33.8,Active Shallow Crust,4_33_8,2.2,0.8,4,7,150,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4414,source_model_4414,group1,Western Periadriatic33.9,Active Shallow Crust,4_33_9,2.2,0.8,4,7,150,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,13.43730683,46.60086626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4415,source_model_4415,group1,Western Periadriatic33.10,Active Shallow Crust,4_33_10,2.2,0.8,4,7,150,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,13.43730683,46.60086626,13.45407743,46.59861801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4416,source_model_4416,group1,Western Periadriatic33.11,Active Shallow Crust,4_33_11,2.2,0.8,4,7,150,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,13.43730683,46.60086626,13.45407743,46.59861801,13.47085034,46.59638638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4417,source_model_4417,group1,Western Periadriatic33.12,Active Shallow Crust,4_33_12,2.2,0.8,4,7,150,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,13.43730683,46.60086626,13.45407743,46.59861801,13.47085034,46.59638638,13.48762325,46.59415474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_4418,source_model_4418,group1,Western Periadriatic33.13,Active Shallow Crust,4_33_13,2.2,0.8,4,7,150,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,13.43730683,46.60086626,13.45407743,46.59861801,13.47085034,46.59638638,13.48762325,46.59415474,13.50439616,46.5919231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
